t_unix,t_rel_s,enc_m1,enc_m2,slot0_bus1_ax,slot0_bus1_ay,slot0_bus1_az,slot0_bus1_gx,slot0_bus1_gy,slot0_bus1_gz,slot1_bus1_ax,slot1_bus1_ay,slot1_bus1_az,slot1_bus1_gx,slot1_bus1_gy,slot1_bus1_gz
1780408887.399310,14.624906,-53,82,-65,-245,-16567,-24,-5,38,-65,-245,-16567,-24,-5,38
1780408887.418252,14.643848,-53,82,-76,-248,-16553,-35,-6,36,-76,-248,-16553,-35,-6,36
1780408887.437184,14.662780,-53,82,-70,-228,-16512,-24,-2,37,-70,-228,-16512,-24,-2,37
1780408887.456201,14.681797,-53,82,-71,-247,-16523,-38,13,39,-71,-247,-16523,-38,13,39
1780408887.475182,14.700778,-53,82,-79,-249,-16567,-51,-10,48,-79,-249,-16567,-51,-10,48
1780408887.494205,14.719800,-53,82,-72,-259,-16504,-49,2,37,-72,-259,-16504,-49,2,37
1780408887.513144,14.738740,-53,82,-74,-221,-16536,-29,-7,43,-74,-221,-16536,-29,-7,43
1780408887.532099,14.757694,-53,82,-35,-210,-16486,-29,-4,24,-35,-210,-16486,-29,-4,24
1780408887.551036,14.776632,-53,82,-57,-206,-16577,-40,-9,37,-57,-206,-16577,-40,-9,37
1780408887.570057,14.795652,-53,82,-63,-211,-16517,-14,-3,43,-63,-211,-16517,-14,-3,43
1780408887.589065,14.814660,-53,82,-99,-220,-16455,-13,-9,31,-99,-220,-16455,-13,-9,31
1780408887.608007,14.833603,-53,82,-90,-292,-16573,-34,-9,37,-90,-292,-16573,-34,-9,37
1780408887.626938,14.852534,-53,82,-53,-258,-16544,-42,4,38,-53,-258,-16544,-42,4,38
1780408887.645905,14.871501,-53,82,-63,-242,-16578,-38,-12,51,-63,-242,-16578,-38,-12,51
1780408887.664884,14.890480,-53,82,-49,-176,-16500,-44,-3,23,-49,-176,-16500,-44,-3,23
1780408887.683862,14.909458,-53,82,-68,-212,-16572,-32,2,41,-68,-212,-16572,-32,2,41
1780408887.702805,14.928400,-53,82,-13,-202,-16514,-41,-8,60,-13,-202,-16514,-41,-8,60
1780408887.721760,14.947356,-53,82,-56,-212,-16573,-39,-5,27,-56,-212,-16573,-39,-5,27
1780408887.740733,14.966329,-53,82,-72,-229,-16531,-36,3,37,-72,-229,-16531,-36,3,37
1780408887.759688,14.985283,-53,82,-63,-203,-16493,-43,-12,48,-63,-203,-16493,-43,-12,48
1780408887.778672,15.004268,-53,82,-46,-222,-16546,-38,-12,43,-46,-222,-16546,-38,-12,43
1780408887.797624,15.023220,-53,82,-90,-214,-16526,-48,-16,36,-90,-214,-16526,-48,-16,36
1780408887.816616,15.042212,-53,82,-15,-205,-16560,-26,-8,23,-15,-205,-16560,-26,-8,23
1780408887.835572,15.061168,-53,82,-42,-253,-16508,-30,-21,40,-42,-253,-16508,-30,-21,40
1780408887.854526,15.080122,-53,82,-38,-241,-16520,-38,2,30,-38,-241,-16520,-38,2,30
1780408887.873490,15.099086,-53,82,-8,-251,-16572,-45,-16,32,-8,-251,-16572,-45,-16,32
1780408887.892504,15.118099,-53,82,-88,-230,-16482,-35,6,42,-88,-230,-16482,-35,6,42
1780408887.911436,15.137031,-53,82,-91,-211,-16571,-15,0,41,-91,-211,-16571,-15,0,41
1780408887.930365,15.155961,-53,82,-87,-223,-16527,-43,-2,41,-87,-223,-16527,-43,-2,41
1780408887.949297,15.174893,-53,82,-73,-209,-16547,-42,-18,27,-73,-209,-16547,-42,-18,27
1780408887.968282,15.193878,-53,82,-75,-232,-16539,-23,-7,38,-75,-232,-16539,-23,-7,38
1780408887.987248,15.212844,-53,82,-60,-252,-16472,-45,6,43,-60,-252,-16472,-45,6,43
1780408888.006200,15.231796,-53,82,-91,-218,-16521,-35,-10,43,-91,-218,-16521,-35,-10,43
1780408888.025124,15.250719,-53,82,-21,-236,-16507,-37,-1,16,-21,-236,-16507,-37,-1,16
1780408888.044043,15.269639,-53,82,-43,-248,-16497,-35,3,32,-43,-248,-16497,-35,3,32
1780408888.063010,15.288605,-53,82,-23,-232,-16567,-64,11,39,-23,-232,-16567,-64,11,39
1780408888.082060,15.307656,-53,82,-79,-261,-16532,-29,-7,38,-79,-261,-16532,-29,-7,38
1780408888.101000,15.326595,-53,82,-64,-278,-16533,-29,1,30,-64,-278,-16533,-29,1,30
1780408888.119929,15.345524,-53,82,-19,-217,-16521,-43,-2,26,-19,-217,-16521,-43,-2,26
1780408888.138845,15.364440,-53,82,-48,-222,-16520,-39,-15,34,-48,-222,-16520,-39,-15,34
1780408888.157811,15.383407,-53,82,-37,-263,-16569,-46,-6,36,-37,-263,-16569,-46,-6,36
1780408888.176839,15.402435,-53,82,-8,-204,-16566,-44,4,31,-8,-204,-16566,-44,4,31
1780408888.195775,15.421371,-53,82,-66,-186,-16494,-31,0,43,-66,-186,-16494,-31,0,43
1780408888.214699,15.440294,-53,82,-113,-244,-16540,-42,-8,36,-113,-244,-16540,-42,-8,36
1780408888.233832,15.459428,-53,82,-75,-243,-16521,-4,1,32,-75,-243,-16521,-4,1,32
1780408888.252998,15.478593,-53,82,-37,-237,-16532,-39,-2,26,-37,-237,-16532,-39,-2,26
1780408888.272018,15.497614,-53,82,-89,-224,-16551,-32,-9,47,-89,-224,-16551,-32,-9,47
1780408888.291189,15.516784,-53,82,-60,-226,-16521,-51,-8,34,-60,-226,-16521,-51,-8,34
1780408888.310320,15.535916,-53,82,-67,-187,-16580,-55,-12,35,-67,-187,-16580,-55,-12,35
1780408888.329349,15.554945,-53,82,-52,-223,-16612,-41,13,29,-52,-223,-16612,-41,13,29
1780408888.348460,15.574055,-53,82,6,-223,-16520,-42,11,31,6,-223,-16520,-42,11,31
1780408888.367544,15.593139,-53,82,-46,-219,-16535,-43,0,43,-46,-219,-16535,-43,0,43
1780408888.386578,15.612174,-53,82,-69,-214,-16524,-35,-12,35,-69,-214,-16524,-35,-12,35
1780408888.405546,15.631142,-53,82,-45,-214,-16544,-52,3,38,-45,-214,-16544,-52,3,38
1780408888.424533,15.650128,-53,82,-64,-228,-16563,-44,0,37,-64,-228,-16563,-44,0,37
1780408888.443501,15.669097,-53,82,-74,-200,-16521,-43,-18,46,-74,-200,-16521,-43,-18,46
1780408888.462474,15.688070,-53,82,-91,-250,-16535,-25,1,49,-91,-250,-16535,-25,1,49
1780408888.481454,15.707050,-53,82,-29,-268,-16500,-31,5,34,-29,-268,-16500,-31,5,34
1780408888.500407,15.726003,-53,82,-19,-229,-16547,-32,-7,41,-19,-229,-16547,-32,-7,41
1780408888.519344,15.744940,-53,82,-16,-210,-16522,-33,7,63,-16,-210,-16522,-33,7,63
1780408888.538286,15.763881,-53,82,-56,-222,-16508,-19,1,29,-56,-222,-16508,-19,1,29
1780408888.557217,15.782813,-53,82,-32,-242,-16593,-57,2,40,-32,-242,-16593,-57,2,40
1780408888.576250,15.801846,-53,82,-118,-189,-16534,-30,2,32,-118,-189,-16534,-30,2,32
1780408888.595271,15.820867,-53,82,-34,-239,-16484,-14,-13,26,-34,-239,-16484,-14,-13,26
1780408888.614247,15.839842,-53,82,-84,-220,-16549,-47,-4,36,-84,-220,-16549,-47,-4,36
1780408888.633229,15.858825,-53,82,-36,-245,-16530,-40,4,47,-36,-245,-16530,-40,4,47
1780408888.652183,15.877779,-53,82,-46,-188,-16521,-28,-15,40,-46,-188,-16521,-28,-15,40
1780408888.671136,15.896732,-53,82,-75,-248,-16525,-43,-4,31,-75,-248,-16525,-43,-4,31
1780408888.690197,15.915793,-53,82,-57,-151,-16572,-48,-5,39,-57,-151,-16572,-48,-5,39
1780408888.709135,15.934731,-53,82,-79,-210,-16564,-18,-5,51,-79,-210,-16564,-18,-5,51
1780408888.728066,15.953662,-53,82,-64,-228,-16511,-29,4,38,-64,-228,-16511,-29,4,38
1780408888.747000,15.972595,-53,82,-56,-179,-16532,-71,12,22,-56,-179,-16532,-71,12,22
1780408888.765992,15.991588,-53,82,-97,-253,-16510,-57,-13,28,-97,-253,-16510,-57,-13,28
1780408888.784975,16.010570,-53,82,-47,-245,-16548,-44,-14,33,-47,-245,-16548,-44,-14,33
1780408888.803925,16.029521,-53,82,-21,-210,-16577,-29,-5,42,-21,-210,-16577,-29,-5,42
1780408888.822855,16.048450,-53,82,-106,-219,-16557,-53,-8,26,-106,-219,-16557,-53,-8,26
1780408888.841807,16.067403,-53,82,-55,-223,-16506,-45,-3,33,-55,-223,-16506,-45,-3,33
1780408888.860845,16.086441,-53,82,-86,-258,-16524,-46,0,40,-86,-258,-16524,-46,0,40
1780408888.879856,16.105452,-53,82,-60,-223,-16541,-29,0,39,-60,-223,-16541,-29,0,39
1780408888.898814,16.124410,-53,82,-53,-169,-16558,-43,-14,49,-53,-169,-16558,-43,-14,49
1780408888.917753,16.143349,-53,82,-103,-286,-16510,-39,0,29,-103,-286,-16510,-39,0,29
1780408888.936742,16.162338,-53,82,-48,-267,-16549,-37,-13,42,-48,-267,-16549,-37,-13,42
1780408888.955677,16.181272,-53,82,-20,-236,-16547,-31,-11,41,-20,-236,-16547,-31,-11,41
1780408888.974627,16.200223,-53,82,-90,-193,-16567,-33,-11,52,-90,-193,-16567,-33,-11,52
1780408888.993605,16.219201,-53,82,-54,-265,-16503,-39,-3,35,-54,-265,-16503,-39,-3,35
1780408889.012567,16.238163,-53,82,-14,-219,-16573,-37,3,35,-14,-219,-16573,-37,3,35
1780408889.031528,16.257124,-53,82,-27,-241,-16512,-41,1,24,-27,-241,-16512,-41,1,24
1780408889.050460,16.276055,-53,82,-61,-269,-16533,-43,-5,35,-61,-269,-16533,-43,-5,35
1780408889.069429,16.295025,-53,82,-35,-247,-16527,-45,8,34,-35,-247,-16527,-45,8,34
1780408889.088479,16.314074,-53,82,-96,-221,-16490,-28,-18,47,-96,-221,-16490,-28,-18,47
1780408889.107428,16.333024,-53,82,-46,-202,-16566,-28,-3,36,-46,-202,-16566,-28,-3,36
1780408889.126363,16.351959,-53,82,-87,-224,-16538,-47,-3,45,-87,-224,-16538,-47,-3,45
1780408889.145291,16.370887,-53,82,-65,-211,-16515,-26,6,36,-65,-211,-16515,-26,6,36
1780408889.164253,16.389849,-53,82,-35,-234,-16562,-40,-8,34,-35,-234,-16562,-40,-8,34
1780408889.183217,16.408813,-53,82,-44,-201,-16506,-30,-4,35,-44,-201,-16506,-30,-4,35
1780408889.202230,16.427826,-53,82,-35,-214,-16561,-24,-7,38,-35,-214,-16561,-24,-7,38
1780408889.221169,16.446765,-53,82,-85,-190,-16538,-29,-4,41,-85,-190,-16538,-29,-4,41
1780408889.240299,16.465895,-53,82,-28,-231,-16560,-24,-6,36,-28,-231,-16560,-24,-6,36
1780408889.259470,16.485066,-53,82,-67,-246,-16538,-49,5,38,-67,-246,-16538,-49,5,38
1780408889.278718,16.504314,-53,82,-69,-204,-16553,-29,-1,32,-69,-204,-16553,-29,-1,32
1780408889.297970,16.523565,-53,82,-53,-230,-16526,-18,6,35,-53,-230,-16526,-18,6,35
1780408889.317000,16.542596,-53,82,-45,-239,-16518,-41,0,40,-45,-239,-16518,-41,0,40
1780408889.336086,16.561682,-53,82,-74,-209,-16532,-44,5,30,-74,-209,-16532,-44,5,30
1780408889.355378,16.580974,-53,82,-80,-235,-16514,-38,-17,33,-80,-235,-16514,-38,-17,33
1780408889.374541,16.600137,-53,82,-66,-197,-16550,-14,-20,39,-66,-197,-16550,-14,-20,39
1780408889.393588,16.619184,-53,82,-93,-213,-16511,-53,1,26,-93,-213,-16511,-53,1,26
1780408889.412614,16.638209,-53,82,-43,-226,-16528,-42,-8,30,-43,-226,-16528,-42,-8,30
1780408889.431594,16.657189,-53,82,-61,-262,-16543,-36,-8,45,-61,-262,-16543,-36,-8,45
1780408889.450568,16.676164,-53,82,-90,-257,-16535,-38,6,36,-90,-257,-16535,-38,6,36
1780408889.469538,16.695133,-53,82,-81,-207,-16481,-27,-5,34,-81,-207,-16481,-27,-5,34
1780408889.488575,16.714170,-53,82,-10,-223,-16549,-25,-5,26,-10,-223,-16549,-25,-5,26
1780408889.507546,16.733141,-53,82,-31,-229,-16603,-49,-6,37,-31,-229,-16603,-49,-6,37
1780408889.526500,16.752095,-53,82,-56,-217,-16541,-41,-10,43,-56,-217,-16541,-41,-10,43
1780408889.545454,16.771049,-53,82,-59,-218,-16558,-39,3,33,-59,-218,-16558,-39,3,33
1780408889.564446,16.790042,-53,82,-77,-235,-16529,-43,1,33,-77,-235,-16529,-43,1,33
1780408889.583471,16.809067,-53,82,-41,-257,-16536,-36,0,37,-41,-257,-16536,-36,0,37
1780408889.602425,16.828021,-53,82,-66,-210,-16525,-38,-4,41,-66,-210,-16525,-38,-4,41
1780408889.621366,16.846962,-53,82,-84,-272,-16530,-42,-23,38,-84,-272,-16530,-42,-23,38
1780408889.640356,16.865952,-53,82,-72,-231,-16529,-47,-5,41,-72,-231,-16529,-47,-5,41
1780408889.659312,16.884907,-53,82,-71,-234,-16556,-41,7,30,-71,-234,-16556,-41,7,30
1780408889.678294,16.903889,-53,82,-79,-213,-16590,-15,-16,35,-79,-213,-16590,-15,-16,35
1780408889.697296,16.922892,-53,82,-46,-255,-16536,-33,-10,36,-46,-255,-16536,-33,-10,36
1780408889.716290,16.941886,-53,82,-65,-244,-16541,-38,-14,30,-65,-244,-16541,-38,-14,30
1780408889.735234,16.960830,-53,82,-53,-221,-16590,-37,1,34,-53,-221,-16590,-37,1,34
1780408889.754195,16.979791,-53,82,-37,-256,-16580,-35,-6,33,-37,-256,-16580,-35,-6,33
1780408889.773165,16.998761,-53,82,-41,-262,-16553,-44,5,31,-41,-262,-16553,-44,5,31
1780408889.792184,17.017779,-53,82,-87,-199,-16497,-46,-5,38,-87,-199,-16497,-46,-5,38
1780408889.811136,17.036731,-53,82,-124,-183,-16520,-36,0,30,-124,-183,-16520,-36,0,30
1780408889.830123,17.055719,-53,82,-60,-227,-16558,-43,-3,45,-60,-227,-16558,-43,-3,45
1780408889.849083,17.074679,-53,82,-50,-231,-16593,-48,-8,34,-50,-231,-16593,-48,-8,34
1780408889.868068,17.093664,-53,82,-32,-230,-16497,-38,1,31,-32,-230,-16497,-38,1,31
1780408889.887050,17.112646,-53,82,-42,-229,-16553,-29,-10,47,-42,-229,-16553,-29,-10,47
1780408889.906045,17.131641,-53,82,-105,-278,-16600,-46,-6,38,-105,-278,-16600,-46,-6,38
1780408889.925012,17.150607,-53,82,-44,-226,-16512,-43,-2,41,-44,-226,-16512,-43,-2,41
1780408889.943933,17.169529,-53,82,-39,-226,-16614,-34,-21,39,-39,-226,-16614,-34,-21,39
1780408889.962862,17.188457,-53,82,-39,-260,-16495,-31,-14,40,-39,-260,-16495,-31,-14,40
1780408889.981882,17.207478,-53,82,-78,-228,-16539,-39,-2,44,-78,-228,-16539,-39,-2,44
1780408890.000865,17.226461,-53,82,-47,-185,-16523,-41,12,33,-47,-185,-16523,-41,12,33
1780408890.019804,17.245400,-53,82,-53,-251,-16482,-27,5,43,-53,-251,-16482,-27,5,43
1780408890.038767,17.264362,-53,82,-54,-200,-16565,-32,5,43,-54,-200,-16565,-32,5,43
1780408890.057716,17.283311,-53,82,-59,-209,-16546,-47,-10,29,-59,-209,-16546,-47,-10,29
1780408890.076749,17.302345,-53,82,-44,-213,-16515,-37,1,19,-44,-213,-16515,-37,1,19
1780408890.095775,17.321371,-53,82,-40,-304,-16568,-31,-4,31,-40,-304,-16568,-31,-4,31
1780408890.114732,17.340328,-53,82,-66,-222,-16566,-39,-8,38,-66,-222,-16566,-39,-8,38
1780408890.133676,17.359272,-53,82,-94,-234,-16543,-43,-3,56,-94,-234,-16543,-43,-3,56
1780408890.152666,17.378261,-53,82,-14,-245,-16522,-38,-12,57,-14,-245,-16522,-38,-12,57
1780408890.171639,17.397235,-53,82,-63,-226,-16522,-58,7,30,-63,-226,-16522,-58,7,30
1780408890.190619,17.416215,-53,82,-78,-225,-16561,-38,-10,42,-78,-225,-16561,-38,-10,42
1780408890.209572,17.435167,-53,82,-72,-237,-16565,-21,-3,39,-72,-237,-16565,-21,-3,39
1780408890.228548,17.454144,-53,82,-31,-230,-16516,-46,-2,39,-31,-230,-16516,-46,-2,39
1780408890.247647,17.473243,-53,82,-68,-199,-16535,-43,-6,16,-68,-199,-16535,-43,-6,16
1780408890.266793,17.492388,-53,82,-29,-222,-16515,-28,-6,40,-29,-222,-16515,-28,-6,40
1780408890.286064,17.511660,-53,82,-36,-276,-16509,-44,5,48,-36,-276,-16509,-44,5,48
1780408890.305220,17.530815,-53,82,-100,-233,-16532,-30,-2,26,-100,-233,-16532,-30,-2,26
1780408890.324275,17.549871,-53,82,-46,-249,-16497,-30,-8,31,-46,-249,-16497,-30,-8,31
1780408890.343276,17.568872,-53,82,-125,-257,-16542,-26,2,35,-125,-257,-16542,-26,2,35
1780408890.362260,17.587856,-53,82,-61,-251,-16538,-40,3,35,-61,-251,-16538,-40,3,35
1780408890.381287,17.606883,-53,82,-60,-202,-16529,-17,4,34,-60,-202,-16529,-17,4,34
1780408890.400351,17.625947,-53,82,-60,-252,-16537,-30,-11,29,-60,-252,-16537,-30,-11,29
1780408890.419384,17.644979,-53,82,-50,-266,-16609,-42,-5,40,-50,-266,-16609,-42,-5,40
1780408890.438362,17.663957,-53,82,-39,-202,-16546,-33,-16,35,-39,-202,-16546,-33,-16,35
1780408890.457317,17.682913,-53,82,-62,-209,-16566,-21,-4,41,-62,-209,-16566,-21,-4,41
1780408890.476347,17.701943,-53,82,-47,-238,-16551,-39,-6,47,-47,-238,-16551,-39,-6,47
1780408890.495345,17.720941,-53,82,-67,-225,-16536,-20,-21,29,-67,-225,-16536,-20,-21,29
1780408890.514299,17.739895,-53,82,-66,-227,-16574,-27,-10,40,-66,-227,-16574,-27,-10,40
1780408890.533291,17.758887,-53,82,-132,-251,-16570,-53,1,38,-132,-251,-16570,-53,1,38
1780408890.552253,17.777849,-53,82,-51,-234,-16513,-27,-3,38,-51,-234,-16513,-27,-3,38
1780408890.571243,17.796839,-53,82,-31,-240,-16531,-50,-17,33,-31,-240,-16531,-50,-17,33
1780408890.590278,17.815874,-53,82,-92,-214,-16561,-25,-12,46,-92,-214,-16561,-25,-12,46
1780408890.609239,17.834834,-53,82,-28,-248,-16568,-36,-8,51,-28,-248,-16568,-36,-8,51
1780408890.628168,17.853764,-53,82,-37,-222,-16514,-31,7,34,-37,-222,-16514,-31,7,34
1780408890.647152,17.872747,-53,82,-70,-233,-16551,-33,-11,44,-70,-233,-16551,-33,-11,44
1780408890.666192,17.891788,-53,82,-61,-263,-16600,-36,-6,47,-61,-263,-16600,-36,-6,47
1780408890.685392,17.910987,-53,82,-32,-237,-16566,-39,-2,54,-32,-237,-16566,-39,-2,54
1780408890.704402,17.929998,-53,82,-27,-226,-16595,-37,-18,55,-27,-226,-16595,-37,-18,55
1780408890.723365,17.948961,-53,82,-51,-286,-16538,-20,-9,23,-51,-286,-16538,-20,-9,23
1780408890.742310,17.967906,-53,82,-35,-286,-16521,-33,-7,37,-35,-286,-16521,-33,-7,37
1780408890.761261,17.986857,-53,82,-12,-199,-16563,-40,-20,51,-12,-199,-16563,-40,-20,51
1780408890.780244,18.005840,-53,82,-17,-255,-16552,-20,-4,53,-17,-255,-16552,-20,-4,53
1780408890.799227,18.024823,-53,82,-27,-241,-16534,-18,9,33,-27,-241,-16534,-18,9,33
1780408890.818213,18.043809,-53,82,-64,-280,-16523,-41,6,44,-64,-280,-16523,-41,6,44
1780408890.837170,18.062765,-53,82,-39,-232,-16569,-49,0,39,-39,-232,-16569,-49,0,39
1780408890.856168,18.081764,-53,82,-113,-205,-16500,-27,-12,36,-113,-205,-16500,-27,-12,36
1780408890.875142,18.100738,-53,82,-70,-274,-16562,-44,-5,36,-70,-274,-16562,-44,-5,36
1780408890.894180,18.119776,-53,82,-11,-217,-16544,-50,2,34,-11,-217,-16544,-50,2,34
1780408890.913142,18.138738,-53,82,-17,-227,-16516,-38,1,47,-17,-227,-16516,-38,1,47
1780408890.932144,18.157739,-53,82,-82,-210,-16543,-36,-3,40,-82,-210,-16543,-36,-3,40
1780408890.951141,18.176737,-53,82,-26,-247,-16575,-44,-3,27,-26,-247,-16575,-44,-3,27
1780408890.970188,18.195784,-53,82,-27,-215,-16473,-38,-3,28,-27,-215,-16473,-38,-3,28
1780408890.989189,18.214785,-53,82,-19,-242,-16524,-40,-1,52,-19,-242,-16524,-40,-1,52
1780408891.008174,18.233770,-53,82,-41,-261,-16567,-45,-2,22,-41,-261,-16567,-45,-2,22
1780408891.027111,18.252706,-53,82,-79,-227,-16528,-35,-1,27,-79,-227,-16528,-35,-1,27
1780408891.046131,18.271726,-53,82,-39,-254,-16514,-43,-12,34,-39,-254,-16514,-43,-12,34
1780408891.065113,18.290708,-53,82,-71,-257,-16563,-48,-20,27,-71,-257,-16563,-48,-20,27
1780408891.084197,18.309792,-53,82,-97,-217,-16545,-47,-14,31,-97,-217,-16545,-47,-14,31
1780408891.103190,18.328786,-53,82,-84,-252,-16530,-43,10,43,-84,-252,-16530,-43,10,43
1780408891.122208,18.347803,-53,82,-31,-208,-16506,-36,-5,38,-31,-208,-16506,-36,-5,38
1780408891.141171,18.366766,-53,82,-37,-213,-16559,-27,-6,40,-37,-213,-16559,-27,-6,40
1780408891.160214,18.385809,-53,82,-80,-246,-16544,-28,-28,43,-80,-246,-16544,-28,-28,43
1780408891.179209,18.404805,-53,82,-63,-249,-16570,-18,-9,35,-63,-249,-16570,-18,-9,35
1780408891.198207,18.423803,-53,82,-82,-301,-16486,-29,-22,36,-82,-301,-16486,-29,-22,36
1780408891.217155,18.442751,-53,82,-50,-234,-16510,-28,-6,38,-50,-234,-16510,-28,-6,38
1780408891.236152,18.461748,-53,82,-22,-208,-16577,-22,3,34,-22,-208,-16577,-22,3,34
1780408891.255237,18.480833,-53,82,-23,-236,-16546,-36,-10,34,-23,-236,-16546,-36,-10,34
1780408891.274374,18.499969,-53,82,-36,-228,-16572,-30,-3,34,-36,-228,-16572,-30,-3,34
1780408891.293382,18.518978,-53,82,-52,-212,-16517,-37,-14,31,-52,-212,-16517,-37,-14,31
1780408891.312566,18.538162,-53,82,-30,-263,-16540,-24,6,48,-30,-263,-16540,-24,6,48
1780408891.331568,18.557163,-53,82,-32,-193,-16530,-51,-1,33,-32,-193,-16530,-51,-1,33
1780408891.350574,18.576170,-53,82,-104,-235,-16531,-35,-10,52,-104,-235,-16531,-35,-10,52
1780408891.369571,18.595167,-53,82,-72,-248,-16563,-43,-13,29,-72,-248,-16563,-43,-13,29
1780408891.388683,18.614279,-53,82,-71,-249,-16524,-57,-2,40,-71,-249,-16524,-57,-2,40
1780408891.407653,18.633248,-53,82,-43,-212,-16561,-33,-6,40,-43,-212,-16561,-33,-6,40
1780408891.426606,18.652202,-53,82,-34,-210,-16557,-32,-14,41,-34,-210,-16557,-32,-14,41
1780408891.445548,18.671144,-53,82,-72,-285,-16538,-39,-6,52,-72,-285,-16538,-39,-6,52
1780408891.464530,18.690126,-53,82,-40,-226,-16535,-27,-5,44,-40,-226,-16535,-27,-5,44
1780408891.483494,18.709090,-53,82,-98,-252,-16590,-26,-7,30,-98,-252,-16590,-26,-7,30
1780408891.502484,18.728080,-53,82,-33,-215,-16542,-34,-10,37,-33,-215,-16542,-34,-10,37
1780408891.521416,18.747012,-53,82,-36,-241,-16549,-63,-7,38,-36,-241,-16549,-63,-7,38
1780408891.540358,18.765954,-53,82,-65,-194,-16541,-59,-11,38,-65,-194,-16541,-59,-11,38
1780408891.559304,18.784899,-53,82,-70,-224,-16522,-44,4,36,-70,-224,-16522,-44,4,36
1780408891.578291,18.803887,-53,82,-70,-257,-16578,-38,6,39,-70,-257,-16578,-38,6,39
1780408891.597272,18.822868,-53,82,-116,-253,-16551,-43,-8,45,-116,-253,-16551,-43,-8,45
1780408891.616191,18.841787,-53,82,-90,-254,-16533,-36,-5,59,-90,-254,-16533,-36,-5,59
1780408891.635114,18.860710,-53,82,-73,-231,-16488,-30,-18,32,-73,-231,-16488,-30,-18,32
1780408891.654079,18.879675,-53,82,-46,-211,-16577,-63,-9,35,-46,-211,-16577,-63,-9,35
1780408891.673024,18.898620,-53,82,-19,-225,-16531,-40,8,44,-19,-225,-16531,-40,8,44
1780408891.691992,18.917588,-53,82,-58,-249,-16560,-44,-16,43,-58,-249,-16560,-44,-16,43
1780408891.710954,18.936550,-53,82,-44,-247,-16465,-26,-10,43,-44,-247,-16465,-26,-10,43
1780408891.729927,18.955522,-53,82,-1,-208,-16541,-35,-4,38,-1,-208,-16541,-35,-4,38
1780408891.748855,18.974451,-53,82,-112,-229,-16531,-54,-11,49,-112,-229,-16531,-54,-11,49
1780408891.767777,18.993373,-53,82,-4,-291,-16594,-47,-23,35,-4,-291,-16594,-47,-23,35
1780408891.786738,19.012334,-53,82,-36,-209,-16529,-41,-11,29,-36,-209,-16529,-41,-11,29
1780408891.805689,19.031285,-53,82,-81,-264,-16544,-39,-3,41,-81,-264,-16544,-39,-3,41
1780408891.824649,19.050244,-53,82,-65,-255,-16579,-31,-1,40,-65,-255,-16579,-31,-1,40
1780408891.843613,19.069209,-53,82,-25,-262,-16594,-46,7,37,-25,-262,-16594,-46,7,37
1780408891.862557,19.088153,-53,82,-36,-273,-16537,-31,-6,34,-36,-273,-16537,-31,-6,34
1780408891.881525,19.107121,-53,82,-36,-279,-16556,-34,-7,38,-36,-279,-16556,-34,-7,38
1780408891.900523,19.126118,-53,82,-77,-250,-16524,-34,-9,42,-77,-250,-16524,-34,-9,42
1780408891.919433,19.145029,-53,82,-68,-224,-16573,-47,3,25,-68,-224,-16573,-47,3,25
1780408891.938351,19.163947,-53,82,-41,-221,-16507,-51,1,41,-41,-221,-16507,-51,1,41
1780408891.957300,19.182895,-53,82,-31,-237,-16514,-38,-4,30,-31,-237,-16514,-38,-4,30
1780408891.976260,19.201856,-53,82,-40,-247,-16608,-41,-9,35,-40,-247,-16608,-41,-9,35
1780408891.995261,19.220857,-53,82,-106,-223,-16531,-49,-8,35,-106,-223,-16531,-49,-8,35
1780408892.014234,19.239830,-53,82,-79,-246,-16502,-39,-18,27,-79,-246,-16502,-39,-18,27
1780408892.033157,19.258752,-53,82,-57,-197,-16523,-35,-9,22,-57,-197,-16523,-35,-9,22
1780408892.052117,19.277713,-53,82,-103,-282,-16530,-40,-2,37,-103,-282,-16530,-40,-2,37
1780408892.071096,19.296692,-53,82,-86,-189,-16563,-50,-6,29,-86,-189,-16563,-50,-6,29
1780408892.090181,19.315776,-53,82,-88,-238,-16523,-37,-10,20,-88,-238,-16523,-37,-10,20
1780408892.109160,19.334756,-53,82,-62,-228,-16555,-35,-10,51,-62,-228,-16555,-35,-10,51
1780408892.128137,19.353733,-53,82,-62,-225,-16522,-30,10,39,-62,-225,-16522,-30,10,39
1780408892.147081,19.372676,-53,82,-7,-210,-16531,-43,-8,34,-7,-210,-16531,-43,-8,34
1780408892.166081,19.391677,-53,82,-30,-298,-16560,-32,-7,57,-30,-298,-16560,-32,-7,57
1780408892.185051,19.410647,-53,82,-21,-277,-16529,-50,-8,34,-21,-277,-16529,-50,-8,34
1780408892.204034,19.429630,-53,82,-63,-240,-16611,-51,6,33,-63,-240,-16611,-51,6,33
1780408892.222963,19.448559,-53,82,-41,-212,-16536,-38,-9,19,-41,-212,-16536,-38,-9,19
1780408892.241951,19.467547,-53,82,-92,-255,-16579,-29,3,20,-92,-255,-16579,-29,3,20
1780408892.261042,19.486638,-53,82,-71,-234,-16567,-20,-12,36,-71,-234,-16567,-20,-12,36
1780408892.280461,19.506056,-53,82,-19,-202,-16537,-35,-4,37,-19,-202,-16537,-35,-4,37
1780408892.299679,19.525274,-53,82,-64,-238,-16537,-31,-8,41,-64,-238,-16537,-31,-8,41
